Name,Phone,City,Neighborhood,Address,Gmaps_URL,Plus_Code,Lat,Lng,
Pharmacie Cherif Lioui,+212 694-436058,Ighrem Laâlam,,"P3204, Ighrem Laâlam, Maroc","https://www.google.com/maps/place/Pharmacie+loubna+%D8%B5%D9%8A%D8%AF%D9%84%D9%8A%D8%A9+%D9%84%D8%A8%D9%86%D9%89%E2%80%AD/@32.5219927,-6.1733626,14z/data=!4m9!1m3!2m2!1sPharmacies+in+Beni+Mellal+Morocco!6e2!3m4!1s0xda393c001458cc3:0xee9c6801640eabc3!8m2!3d32.5219927!4d-6.1558531?hl=en","GRCV+QM Ighrem Laâlam, Morocco","32,5219927","-6,1558531","32,5219927-6,1558531"
Pharmacie Aïn Lahjar,+212 693-901641,Beni-Mellal,,"شارع مراكش،, Béni Mellal, Maroc","https://www.google.com/maps/place/Pharmacie+Du+Marche/@32.3384785,-6.3778927,14z/data=!4m9!1m3!2m2!1sPharmacies+in+Beni+Mellal+Morocco!6e2!3m4!1s0xda3871ddfeea1f5:0x44cb6201a8edfffe!8m2!3d32.3345354!4d-6.3549266?hl=en","8JMW+R2 Beni-Mellal, Morocco","32,3345354","-6,3549266","32,3345354-6,3549266"
Pharmacie Zone Industriel,+212 693-879710,ايــكــاون، Morocco,,ايــكــاون، Maroc,"https://www.google.com/maps/place/Pharmacie+Ikaouen/@34.3771265,-5.3008249,9z/data=!4m8!1m2!2m1!1sPharmacies+in+Taounate+Morocco!3m4!1s0xd756b428b127ae7:0x15deffd6f854e76d!8m2!3d34.7527764!4d-4.6577213?hl=en",Q83R+4W ايــكــاون، Morocco,"34,7527764","-4,6577213","34,7527764-4,6577213"
Pharmacie Aljisr,+212 693-377489,Casablanca,,"Casablanca, Maroc","https://www.google.com/maps/place/Parapharmacie+Beauty/@33.6614948,-7.5366037,11z/data=!4m9!1m3!2m2!1sPharmacies+in+Mohammedia+Morocco!6e2!3m4!1s0xda7cb08df640e8b:0x2d775ce32423e547!8m2!3d33.6096885!4d-7.4949038?hl=en","JG54+V2 Casablanca, Morocco","33,6096885","-7,4949038","33,6096885-7,4949038"
Pharmacie AL HAY AL JADID,+212 691-820889,Bir Rami,,"995 jnane 2, Bir Rami, Maroc","https://www.google.com/maps/place/Pharmacie+Bassine+%D8%B5%D9%8A%D8%AF%D9%84%D9%8A%D8%A9+%D8%A8%D8%A7%D8%B3%D9%8A%D9%86%E2%80%AD/@34.2499794,-6.6571474,12z/data=!4m9!1m3!2m2!1sPharmacies+in+Kenitra+Morocco!6e2!3m4!1s0xda75bb5f3c173ed:0xd1499f3b9fba4f65!8m2!3d34.2184487!4d-6.6253349?hl=en","699F+9V Bir Rami, Morocco","34,2184487","-6,6253349","34,2184487-6,6253349"
Pharmacie alghazali صيدلية الغزالي,+212 691-732381,Casablanca,,"Casablanca, Maroc","https://www.google.com/maps/place/Pharmacie+les+cretes/@33.5811281,-7.7160394,12z/data=!4m9!1m3!2m2!1sPharmacies+in+Casablanca+Morocco!6e2!3m4!1s0xda632a5e5d27787:0xeb0aee92282665e2!8m2!3d33.5507026!4d-7.6054784?hl=en","H92V+7R Casablanca, Morocco","33,5507026","-7,6054784","33,5507026-7,6054784"
Pharmacie Issen,+212 691-582018,Nador,,"Dr SAMMAR IAZANEN, Nador, Maroc","https://www.google.com/maps/place/Pharmacie+Du+Port/@35.1567881,-2.9751324,13z/data=!4m9!1m3!2m2!1sPharmacies+in+Nador+Morocco!6e2!3m4!1s0xd76fed9d3b42d15:0x18f7c13f320c4cdd!8m2!3d35.2205066!4d-3.1674726?hl=en","6RCM+62 Nador, Morocco","35,2205066","-3,1674726","35,2205066-3,1674726"
Pharmacie Oued Eddahab,+212 690-875123,Sidi Kacem,,"N4, Sidi Kacem, Maroc","https://www.google.com/maps/place/Pharmacie+Al+Khawarizmi/@34.2281618,-5.7387281,14z/data=!4m8!1m2!2m1!1sPharmacies+in+Sidi+Qacem+Morocco!3m4!1s0xda07d34245cb867:0x7678e1cd00717296!8m2!3d34.223153!4d-5.7048815?hl=en","67FW+72 Sidi Kacem, Morocco","34,223153","-5,7048815","34,223153-5,7048815"
Pharmacie Al Joulane,+212 690-125806,Bouskoura,,"P3011، Bouskoura, Maroc","https://www.google.com/maps/place/Pharmacie+Zemmama/@33.4608204,-7.7846403,11z/data=!4m9!1m3!2m2!1sPharmacies+in+Berrechid+Morocco!6e2!3m4!1s0xda62e7aafef17d1:0xe34e604543cac9d0!8m2!3d33.4608204!4d-7.6445646?hl=en","F964+85 Bouskoura, Morocco","33,4608204","-7,6445646","33,4608204-7,6445646"
Pharmacie illy,+212 689-442215,Nador,,"Nador, Maroc","https://www.google.com/maps/place/%D8%B5%D9%8A%D8%AF%D9%84%D9%8A%D8%A9+%D8%A7%D9%84%D8%A8%D8%AD%D8%B1+%D8%A7%D9%84%D8%A7%D8%A8%D9%8A%D8%B6+%D8%A7%D9%84%D9%85%D8%AA%D9%88%D8%B3%D8%B7+Pharmacie%E2%80%AD/@35.1567881,-2.9751324,13z/data=!4m9!1m3!2m2!1sPharmacies+in+Nador+Morocco!6e2!3m4!1s0xd77a7fa63f57615:0x9142f7aa59b6ef93!8m2!3d35.1716923!4d-2.9285696?hl=en","53CC+MH Nador, Morocco","35,1716923","-2,9285696","35,1716923-2,9285696"
Pharmacie al wahda,+212 689-387093,Casablanca,,"25 Boulevard Haj Fateh, Casablanca 20240, Maroc","https://www.google.com/maps/place/Guard+Pharmacy+Essafa/@33.5811281,-7.7160394,12z/data=!4m9!1m3!2m2!1sPharmacies+in+Casablanca+Morocco!6e2!3m4!1s0xda62cae5f16c627:0x8dff1f1890c8616f!8m2!3d33.5504103!4d-7.6899724?hl=en","H826+52 Casablanca, Morocco","33,5504103","-7,6899724","33,5504103-7,6899724"
Pharmacie al falah,+212 689-180710,Berrechid,,"Lot omnia n115، Berrechid 26100, Maroc","https://www.google.com/maps/place/Pharmacie+Samia+%D8%B5%D9%8A%D8%AF%D9%84%D9%8A%D8%A9%E2%80%AD/@33.2682741,-7.5963238,14z/data=!4m9!1m3!2m2!1sPharmacies+in+Berrechid+Morocco!6e2!3m4!1s0xda63daeba3246e1:0x9031324756c03bae!8m2!3d33.26589!4d-7.6004192?hl=en","798X+9R Berrechid, Morocco","33,26589","-7,6004192","33,26589-7,6004192"
Pharmacie TADDART,+212 689-021989,Temara,,"Avenue Mohamed V, تمارة،، Maroc","https://www.google.com/maps/place/Parapharmacie+Nano/@33.9220252,-6.9575137,13z/data=!4m9!1m3!2m2!1sPharmacies+in+Temara+Morocco!6e2!3m4!1s0xda70d17e1bf4249:0xfab1a545fd404d17!8m2!3d33.9068265!4d-6.9210109?hl=en","W34H+PH Temara, Morocco","33,9068265","-6,9210109","33,9068265-6,9210109"
Pharmacie Des Iris,+212 688-635462,Kenitra,,"Route De Moulay Bousselham, Kénitra, Maroc","https://www.google.com/maps/place/Pharmacie+Ouahbi+k%C3%A9nitra/@34.4570914,-6.4980004,14z/data=!4m9!1m3!2m2!1sPharmacies+in+Sidi+Slimane+Morocco!6e2!3m4!1s0xd09f96fba29248b:0x11d9c8e0dbb60278!8m2!3d34.4570914!4d-6.4804909?hl=en","FG49+RR Kenitra, Morocco","34,4570914","-6,4804909","34,4570914-6,4804909"
Pharmacie El Qods,+212 688-426573,Madinat Alfirdous,,"Lotissement Sidi El Arbi, n° 714، Ain Aouda 10000, Maroc","https://www.google.com/maps/place/Pharmacie+Phenix/@33.893206,-6.6014611,10z/data=!4m9!1m3!2m2!1sPharmacies+in+Tiflet+Morocco!6e2!3m4!1s0xda7182ab5cb85df:0xba0e23fdec60fe73!8m2!3d33.7871125!4d-6.7919302?hl=en","Q6P5+R6 Madinat Alfirdous, Morocco","33,7871125","-6,7919302","33,7871125-6,7919302"
Pharmacie la Nouvelle,+212 688-296478,OULAD ISMAIL,,"R308،, OULAD ISMAIL, Maroc","https://www.google.com/maps/place/Pharmacie+Aaz+Ouled+Ismail+%D8%B5%D9%8A%D8%AF%D9%84%D9%8A%D8%A9+%D8%A3%D8%B9%D8%B2+%D8%A7%D9%88%D9%84%D8%A7%D8%AF+%D8%A7%D8%B3%D9%85%D8%A7%D8%B9%D9%8A%D9%84%E2%80%AD/@32.5572408,-6.433487,14z/data=!4m9!1m3!2m2!1sPharmacies+in+Oued+Zem+Morocco!6e2!3m4!1s0xda40b45a321f55f:0xa1fccfdf0922c17c!8m2!3d32.5572408!4d-6.4159775?hl=en","HH4M+VJ OULAD ISMAIL, Morocco","32,5572408","-6,4159775","32,5572408-6,4159775"
Pharmacie grande branes صيدلية برانص الكبرى,+212 687-718791,Meknes,,"Immeuble D25 , Avenue Mohammed 6 , Al Mansour, Meknès 50000, Maroc","https://www.google.com/maps/place/Pharmacie+Nabil/@33.8821789,-5.5896448,13z/data=!4m9!1m3!2m2!1sPharmacies+in+Meknes+Morocco!6e2!3m4!1s0xda04596059776df:0x600131e482b8951e!8m2!3d33.8952641!4d-5.5567461?hl=en","VCWV+48 Meknes, Morocco","33,8952641","-5,5567461","33,8952641-5,5567461"
Pharmacie Dar Doukhane,+212 687-631908,Kenitra,,"Avenue El Massira, Kénitra, Maroc","https://www.google.com/maps/place/Pharmacie+Doukalla/@34.2499794,-6.6571474,12z/data=!4m9!1m3!2m2!1sPharmacies+in+Kenitra+Morocco!6e2!3m4!1s0xda750d98b659a4b:0x36afa6c0e2b42aac!8m2!3d34.2330112!4d-6.5406908?hl=en","6FM5+6P Kenitra, Morocco","34,2330112","-6,5406908","34,2330112-6,5406908"
Pharmacie Borj Elbernoussi صيدلية برج البرنوصي,+212 687-143851,Fes,,"LOTS EL BORJ SAHRIJ GUENAOUA, Fès, Maroc","https://www.google.com/maps/place/PHARMACIE+AL+MAKKIYA/@34.0349239,-5.0742138,12z/data=!4m9!1m3!2m2!1sPharmacies+in+Fes+al+Bali+Morocco!6e6!3m4!1s0xd9f8de0a76d89fb:0x99dff38a6bbbb36f!8m2!3d34.0507302!4d-4.9573938?hl=en","322V+72 Fes, Morocco","34,0507302","-4,9573938","34,0507302-4,9573938"
Pharmacie Amzar,+212 684-357712,Chefchaouen,,"Chefchaouen, Maroc","https://www.google.com/maps/place/%D8%B5%D9%8A%D8%AF%D9%84%D9%8A%D8%A9+%D9%88%D8%B7%D8%A7%D8%A1+%D8%A7%D9%84%D8%AD%D9%8E%D9%85%D9%91%D8%A7%D9%85+Pharmacie+Wta+L7ammam%E2%80%AD/@35.1696487,-5.2789001,15z/data=!4m9!1m3!2m2!1sPharmacies+in+Chefchaouene+Morocco!6e2!3m4!1s0xd0b26670517b10f:0x3e58ab1ff62ebe83!8m2!3d35.1689659!4d-5.2611728?hl=en","5P9Q+HG Chefchaouen, Morocco","35,1689659","-5,2611728","35,1689659-5,2611728"
Pharmacie Douagherصيدلية الدواغر,+212 682-361194,Khemis Sidi Yahya,,"Khemis Sidi Yahya, Maroc","https://www.google.com/maps/place/Pharmacie+i+Llah/@33.7991979,-6.8287167,9z/data=!4m9!1m3!2m2!1sPharmacies+in+Khemisset+Morocco!6e2!3m4!1s0xda0d039f5f19257:0xdb42939ac5cd470c!8m2!3d33.7991979!4d-6.268414?hl=en","QPXJ+MJ Khemis Sidi Yahya, Morocco","33,7991979","-6,268414","33,7991979-6,268414"
Pharmacie waoulloute,+212 682-353573,Tiflet,,"جي الدايا،, شارع الليمون، رقم 435،, Tiflet 15400, Maroc","https://www.google.com/maps/place/Pharmacie+Hajji%2F%D8%B5%D9%8A%D8%AF%D9%84%D9%8A%D8%A9+%D8%AD%D8%AC%D9%8A%E2%80%AD/@33.8935219,-6.3387734,14z/data=!4m9!1m3!2m2!1sPharmacies+in+Tiflet+Morocco!6e2!3m4!1s0xda0cd22deeb6f85:0xfb5801d3641b161b!8m2!3d33.8985437!4d-6.3400029?hl=en","VMX5+CX Tiflet, Morocco","33,8985437","-6,3400029","33,8985437-6,3400029"
Pharmacie AL Walidin,+212 681-903603,Casablanca,,"Casablanca, Maroc","https://www.google.com/maps/place/Riad+El+Oulfa+pharmacy/@33.5811281,-7.7160394,12z/data=!4m9!1m3!2m2!1sPharmacies+in+Casablanca+Morocco!6e2!3m4!1s0xda62caabc1125b9:0xb44229954da6bc2b!8m2!3d33.5560499!4d-7.697264?hl=en","H843+C3 Casablanca, Morocco","33,5560499","-7,697264","33,5560499-7,697264"
Pharmacie bni ouriaghel صيدلية بني ورياغل,+212 681-565053,Fes,,"n°265، Lot sabati,mon fleuri، 2، Fes, Maroc","https://www.google.com/maps/place/Pharmacie+SABATI/@34.0367506,-5.026848,13z/data=!4m9!1m3!2m2!1sPharmacies+in+Fes+Morocco!6e2!3m4!1s0xd9f8bf31ee54f8d:0x51b10878c52616c8!8m2!3d33.9840564!4d-4.9861014?hl=en","X2M7+JH Fes, Morocco","33,9840564","-4,9861014","33,9840564-4,9861014"
Pharmacie SHERATON,+212 680-800166,Taza,,"Taza, Maroc","https://www.google.com/maps/place/Pharmacie+mahamed+yassine+%D8%B5%D9%8A%D8%AF%D9%84%D9%8A%D8%A9+%D9%85%D8%AD%D9%85%D8%AF+%D9%8A%D8%A7%D8%B3%D9%8A%D9%86%E2%80%AD/@34.2184843,-4.025961,14z/data=!4m9!1m3!2m2!1sPharmacies+in+Taza+Morocco!6e2!3m4!1s0xd9e17d1d533f877:0x7e99ee531946efe7!8m2!3d34.2292636!4d-4.0366981?hl=en","6XH7+P8 Taza, Morocco","34,2292636","-4,0366981","34,2292636-4,0366981"
Pharmacie De Garde,+212 680-734280,Kenitra,,"Lotiss. Corsica, Mag.10, Kénitra 14000, Maroc","https://www.google.com/maps/place/Pharmacie+Corsica/@34.2499794,-6.6571474,12z/data=!4m9!1m3!2m2!1sPharmacies+in+Kenitra+Morocco!6e2!3m4!1s0xda759ef7264fe89:0xc91b747f18e8e357!8m2!3d34.2689787!4d-6.6050188?hl=en","799V+HX Kenitra, Morocco","34,2689787","-6,6050188","34,2689787-6,6050188"
Pharmacie de Gluta,+212 680-441851,Kenitra,,"Kenitra, Maroc","https://www.google.com/maps/place/Pharmacie+ALA/@34.2499794,-6.6571474,12z/data=!4m9!1m3!2m2!1sPharmacies+in+Kenitra+Morocco!6e2!3m4!1s0xda759c1bd33664b:0x9e632a1f607b4088!8m2!3d34.2408866!4d-6.6542051?hl=en","68RW+98 Kenitra, Morocco","34,2408866","-6,6542051","34,2408866-6,6542051"
ParaPharmacie Sala Al Jadida (Sté OTM PARAMÉD),+212 679-619423,Ait Ibourk,,"Unnamed Road, Ait Ibourk, Maroc","https://www.google.com/maps/place/Pharmacie+Izouika/@29.7626312,-9.9570216,10z/data=!4m9!1m3!2m2!1sPharmacies+in+Tiznit+Morocco!6e2!3m4!1s0xdb38d6d025fdf91:0xe27461652f390b65!8m2!3d29.9230302!4d-9.5457235?hl=en","WFF3+6P Ait Ibourk, Morocco","29,9230302","-9,5457235","29,9230302-9,5457235"
Pharmacie grand maghreb,+212 678-763927,Meknes,,"Ave Hassan II, Meknes, Maroc","https://www.google.com/maps/place/Parapharmacie+PARAFINI/@33.8821789,-5.5896448,13z/data=!4m9!1m3!2m2!1sPharmacies+in+Meknes+Morocco!6e2!3m4!1s0xda044d9885b2c31:0x83bd0ce5c6b08376!8m2!3d33.9003064!4d-5.5493704?hl=en","WF22+47 Meknes, Morocco","33,9003064","-5,5493704","33,9003064-5,5493704"
Pharmacie IBO BASSAL,+212 678-682176,Moulay Abdallah Amghar,,"Moulay Abdallah Amghar, Maroc","https://www.google.com/maps/place/Parapharmacie+Yassmine/@33.1991369,-8.7271328,11z/data=!4m9!1m3!2m2!1sPharmacies+in+El+Jadid+Morocco!6e6!3m4!1s0xda9193b3e49846f:0xfebdf20633c17bca!8m2!3d33.1991369!4d-8.5870571?hl=en","5CX7+M5 Moulay Abdallah Amghar, Morocco","33,1991369","-8,5870571","33,1991369-8,5870571"
Pharmacie kariat chems,+212 678-285150,Oujda,,"Oujda, Maroc","https://www.google.com/maps/place/Pharmacie+Jouadra/@34.6873691,-1.9362899,13z/data=!4m8!1m2!2m1!1sPharmacies+in+Oujda-Angad+Morocco!3m4!1s0xd78630c6e3e19f9:0x4bd429b7437c988d!8m2!3d34.7077499!4d-1.8600174?hl=en","P45Q+3X Oujda, Morocco","34,7077499","-1,8600174","34,7077499-1,8600174"
Pharmacie ain Haroun,+212 678-058007,Beni-Mellal,,"Quartier Ouled Hamdane lotissement mellalia 1 LAGAICHIA, Maroc","https://www.google.com/maps/place/pharmacie+MELLALYA/@32.3384785,-6.3778927,14z/data=!4m8!1m2!2m1!1sPharmacies+in+Beni+Mellal+Morocco!3m4!1s0xda3872a856a3003:0xa5a61d9f8d02174c!8m2!3d32.3408313!4d-6.374544?hl=en","8JRG+85 Beni-Mellal, Morocco","32,3408313","-6,374544","32,3408313-6,374544"
Pharmacie Ait Igass,+212 678-058007,Beni-Mellal,,"Beni-Mellal, Maroc","https://www.google.com/maps/place/%D8%B5%D9%8A%D8%AF%D9%84%D9%8A%D8%A9+%D9%85%D9%84%D8%A7%D9%84%D9%8A%D8%A9%E2%80%AD/@32.3384785,-6.3778927,14z/data=!4m9!1m3!2m2!1sPharmacies+in+Beni+Mellal+Morocco!6e2!3m4!1s0xda387817810e5c5:0x41b4fdece3a220ca!8m2!3d32.3408086!4d-6.3745566?hl=en","8JRG+85 Beni-Mellal, Morocco","32,3408086","-6,3745566","32,3408086-6,3745566"
Pharmacies moderne,+212 677-698991,Settat,,,"https://www.google.com/maps/place/Pharmacie+Btissam/@33.5262559,-7.58241,14z/data=!4m9!1m3!2m2!1sPharmacies+in+Settat+Morocco!6e2!3m4!1s0xda7cd98f21f2683:0xc1067257d1054cea!8m2!3d33.5262559!4d-7.5649005?hl=en",,"33,5262559","-7,5649005","33,5262559-7,5649005"
Pharmacie Saada 5--صيدلية السعادة 5,+212 677-458846,Tantan,,"Tantan 82000, Maroc","https://www.google.com/maps/place/Parapharmacie+Chatiie/@28.4367824,-11.117163,14z/data=!4m8!1m2!2m1!1sPharmacies+in+Tan-Tan+Morocco!3m4!1s0xc4a90fa50ce29ef:0x45d3ea4514e1f28d!8m2!3d28.4407123!4d-11.1083958?hl=en","CVRR+7J Tantan, Morocco","28,4407123","-11,1083958","28,4407123-11,1083958"
Pharmacie El Harti,+212 677-403957,Ksar el-Kebir,,"Ksar el-Kebir, Maroc","https://www.google.com/maps/place/Pharmacie+Bahja/@35.1824557,-6.2935184,11z/data=!4m9!1m3!2m2!1sPharmacies+in+Larache+Morocco!6e2!3m4!1s0xd0a4d8533236b8f:0x20394c5b90ac0304!8m2!3d35.0181403!4d-5.9092092?hl=en","239R+78 Ksar el-Kebir, Morocco","35,0181403","-5,9092092","35,0181403-5,9092092"
Pharmacie parc Addoha,+212 676-991002,Souk El Arbaa,,"Souk El Arbaa, Maroc","https://www.google.com/maps/place/Pharmacie+El+Joulane/@34.5776935,-6.1637777,11z/data=!4m8!1m2!2m1!1sPharmacies+in+Souq+Larba+al+Gharb+Morocco!3m4!1s0xd0a6a2d9e3c622b:0x32ec87efd5fd54bc!8m2!3d34.6740345!4d-5.9927429?hl=en","M2F4+JW Souk El Arbaa, Morocco","34,6740345","-5,9927429","34,6740345-5,9927429"
Pharmacie Al Karam,+212 676-962998,Bouskoura,,"Bouskoura, Maroc","https://www.google.com/maps/place/Pharmacie+de+Gluta/@33.2679611,-7.8590119,10z/data=!4m9!1m3!2m2!1sPharmacies+in+Berrechid+Morocco!6e2!3m4!1s0xda62e8c9327d8bf:0xa3fffef59d3e92fa!8m2!3d33.4499159!4d-7.6615437?hl=en","C8XQ+X9 Bouskoura, Morocco","33,4499159","-7,6615437","33,4499159-7,6615437"
Pharmacie scandinavi صيدلية اسكندينافية,+212 676-892633,Taza,,"Taza, Maroc","https://www.google.com/maps/place/Pharmacie+taza+aljadida/@34.2184843,-4.025961,14z/data=!4m8!1m2!2m1!1sPharmacies+in+Taza+Morocco!3m4!1s0xd9e1720fcef60a1:0x22870a3f748935c3!8m2!3d34.2174066!4d-4.0095724?hl=en","6X8R+X5 Taza, Morocco","34,2174066","-4,0095724","34,2174066-4,0095724"
Pharmacie Anfa,+212 676-655346,Derdara,,"Derdara, Maroc","https://www.google.com/maps/place/%D8%B5%D9%8A%D8%AF%D9%84%D9%8A%D8%A9+%D8%AF%D8%B1%D8%AF%D8%A7%D8%B1%D8%A9%E2%80%AD/@35.1150237,-5.2964703,15z/data=!4m9!1m3!2m2!1sPharmacies+in+Chefchaouene+Morocco!6e2!3m4!1s0xd0b2740193fd907:0x86bbda203494bb9f!8m2!3d35.1150237!4d-5.2877156?hl=en","4P86+2W Derdara, Morocco","35,1150237","-5,2877156","35,1150237-5,2877156"
ParaPharmacie EL MADANI,+212 676-354813,Ain Chkef,,"Tlalssa sejaa, Ain Chqef, Maroc","https://www.google.com/maps/place/Pharmacie+zahratou+el+jabel/@33.8278983,-4.9706746,11z/data=!4m9!1m3!2m2!1sPharmacies+in+Sefrou+Morocco!6e2!3m4!1s0xd9f8956b10e9ef3:0xb6c2bc53969361b0!8m2!3d33.9579762!4d-5.0207396?hl=en","XX5H+5P Ain Chkef, Morocco","33,9579762","-5,0207396","33,9579762-5,0207396"
Prince Pharmacie,+212 676-216716,Meknes,,"riad lot taha, Meknès, Maroc","https://www.google.com/maps/place/%D8%B4%D8%A8%D9%87+%D8%B5%D9%8A%D8%AF%D9%84%D9%8A%D8%A9+%D8%A3%D8%AD%D9%84%D8%A7%D9%85%E2%80%AD/@33.8821789,-5.5896448,13z/data=!4m9!1m3!2m2!1sPharmacies+in+Meknes+Morocco!6e2!3m4!1s0xda05aab42dae94d:0xb3a83f76e574f01a!8m2!3d33.854583!4d-5.5629111?hl=en","VC3P+RR Meknes, Morocco","33,854583","-5,5629111","33,854583-5,5629111"
Pharmacie EL OUAZZANI,+212 676-038031,M'diq,,"M'diq,، Maroc","https://www.google.com/maps/place/parapharmacie+hajji/@35.6862399,-5.4649296,11z/data=!4m9!1m3!2m2!1sPharmacies+in+Fnidek+Morocco!6e2!3m4!1s0xd0b5c6c8b7f4cd7:0xa032d19dbea7ad38!8m2!3d35.6862399!4d-5.3248539?hl=en","MMPG+F3 M'diq, Morocco","35,6862399","-5,3248539","35,6862399-5,3248539"
Pharmacie Jnane Deroua,+212 675-213669,Oued Zem,,"N 65, Rue Beni Smir, Oued Zem 25350, Maroc","https://www.google.com/maps/place/Para-Lina+(+Parapharmacie+)/@32.8626315,-6.5949978,14z/data=!4m9!1m3!2m2!1sPharmacies+in+Khouribga+Morocco!6e2!3m4!1s0xda40397f618be5b:0x95a90f2771654ccf!8m2!3d32.8626315!4d-6.5774883?hl=en","VC7F+32 Oued Zem, Morocco","32,8626315","-6,5774883","32,8626315-6,5774883"
Pharmacie Atlas صيدلية أطلس,+212 675-040796,El Jadida,,"El Jadida, Maroc","https://www.google.com/maps/place/Pharmacie+Belfadla/@33.2193667,-8.5849871,12z/data=!4m9!1m3!2m2!1sPharmacies+in+El+Jadid+Morocco!6e6!3m4!1s0xda91f4272484f95:0xb38a60e5655ed9b6!8m2!3d33.2304811!4d-8.5049988?hl=en","6FJW+52 El Jadida, Morocco","33,2304811","-8,5049988","33,2304811-8,5049988"
Pharmacie Jnane Kadiri,+212 674-722425,Oued Zem,,"زنقة وادي زم، Beni-Mellal, Maroc","https://www.google.com/maps/place/%D8%B5%D9%8A%D8%AF%D9%84%D9%8A%D8%A9+%D8%A7%D9%84%D9%85%D8%B3%D9%8A%D8%B1%D8%A9%E2%80%AD/@32.8653548,-6.5702947,14z/data=!4m9!1m3!2m2!1sPharmacies+in+Khouribga+Morocco!6e2!3m4!1s0xda402e17599efef:0x871ba6130d3f685f!8m2!3d32.8653548!4d-6.5527852?hl=en","VC8W+4V Oued Zem, Morocco","32,8653548","-6,5527852","32,8653548-6,5527852"
Pharmacie al wafaa صيدلة الوفاء,+212 674-472437,Casablanca,,"259 Avenue Sakia El Hamra, quartier:, Maroc","https://www.google.com/maps/place/Sbata+Pharmacy/@33.5446598,-7.6421366,12z/data=!4m9!1m3!2m2!1sPharmacies+in+Casablanca+Morocco!6e2!3m4!1s0xda632de72756f23:0x96efc6e33e174793!8m2!3d33.5446598!4d-7.5720988?hl=en","GCVH+V5 Casablanca, Morocco","33,5446598","-7,5720988","33,5446598-7,5720988"
Pharmacie La Sante,+212 674-350365,Oulad Teima,,"Oulad Teima, Maroc","https://www.google.com/maps/place/Pharmacie+Cheninat/@30.4070534,-9.2366297,14z/data=!4m9!1m3!2m2!1sPharmacies+in+Oulad+Teima+Morocco!6e2!3m4!1s0xdb3d796418004c3:0x6eb0ae990cef475c!8m2!3d30.4070534!4d-9.2191202?hl=en","CQ4J+R9 Oulad Teima, Morocco","30,4070534","-9,2191202","30,4070534-9,2191202"
Pharmacie Granada,+212 674-228382,Meknes,,"45000, Meknès, Maroc","https://www.google.com/maps/place/%D8%B5%D9%8A%D8%AF%D9%84%D9%8A%D8%A9+%D8%A3%D9%88%D9%81%D9%82%D9%8A%D8%B1%E2%80%AD/@33.8821789,-5.5896448,13z/data=!4m9!1m3!2m2!1sPharmacies+in+Meknes+Morocco!6e2!3m4!1s0xda05b600c518405:0xc5b7427cef486567!8m2!3d33.852877!4d-5.5849662?hl=en","VC38+52 Meknes, Morocco","33,852877","-5,5849662","33,852877-5,5849662"
Pharmacie Benslimane,+212 673-981549,Fes,,"Fes 30090, Maroc","https://www.google.com/maps/place/Parapharmacie+AL+nour/@34.0367506,-5.026848,13z/data=!4m9!1m3!2m2!1sPharmacies+in+Fes+Morocco!6e2!3m4!1s0xd9ff59bacdcf2fb:0xe1c20d3bdb5bd281!8m2!3d34.0629323!4d-5.0135169?hl=en","3X7P+5H Fes, Morocco","34,0629323","-5,0135169","34,0629323-5,0135169"
Pharmacie Kawtar Riad صيدلية كوتر الرياض,+212 673-738739,Oujda,,"Oujda, Maroc","https://www.google.com/maps/place/Pharmacie+De+Garde+Oujda/@34.6873691,-1.9362899,13z/data=!4m9!1m3!2m2!1sPharmacies+in+Oujda-Angad+Morocco!6e2!3m4!1s0xd787cb812fd3d2b:0x71c34a3ca40ed42a!8m2!3d34.6587394!4d-1.8911441?hl=en","M455+FG Oujda, Morocco","34,6587394","-1,8911441","34,6587394-1,8911441"
صيدلية المستشفى Pharmacie de l'hopital,+212 673-570410,Settat,,"36 Bir Anzarane, Settat 26000, Maroc","https://www.google.com/maps/place/Pharmacie+Salman/@32.9958094,-7.6367269,14z/data=!4m9!1m3!2m2!1sPharmacies+in+Settat+Morocco!6e2!3m4!1s0xda6056728e72d0f:0xce979335ab23dc1a!8m2!3d32.9944264!4d-7.6163762?hl=en","X9VM+QC Settat, Morocco","32,9944264","-7,6163762","32,9944264-7,6163762"
Pharmacie Arrazi,+212 673-515443,El Hoceima,,"El Hoceima, Maroc","https://www.google.com/maps/place/%D8%B5%D9%8A%D8%AF%D9%84%D9%8A%D8%A9+%D8%A8%D9%86%D9%8A+%D8%A7%D8%AD%D9%85%D8%AF+%D8%A7%D9%85%D9%83%D8%B2%D8%A7%D9%86%E2%80%AD/@35.1605138,-3.9375018,11z/data=!4m9!1m3!2m2!1sPharmacies+in+Imzouren+Morocco!6e2!3m4!1s0xd74319a3d835bf3:0x9e9150b6d3ed9c42!8m2!3d35.2445589!4d-3.9317468?hl=en","63V9+R8 El Hoceima, Morocco","35,2445589","-3,9317468","35,2445589-3,9317468"
